old_slug,new_slug,old_title,new_title,method,score
2024-jbu-2-13,2024-jbu-4-3-3-2,2) 교육활동 침해 유형,2) 교육활동 침해 유형,title+containment,0.962
2024-jbu-2-14,2024-jbu-4-app-2-x1-x3,2. 행정정보(구비서류) 공동이용 내용,행정정보 공동이용 신청(동의)서,subheading,1.000
2024-jbu-2-15,2024-jbu-4-app-2-x2-x4,2. 장애인교원 지원 관련 유관기관,개인정보 수집·이용 및 제공 사전 동의서,containment,0.919
2024-jbu-2-16,2024-jbu-4-app-2-x2-2,2) 보조기기 지원 관련 기관,2) 보조기기 지원 관련 기관,title,0.841
2024-jbu-2-2,2024-jbu-1-2-1-2,2) 지원 원칙,2) 지원 원칙,title,1.000
2024-jbu-2-3,2024-jbu-1-2-2-2,2) 의사소통지원,2) 의사소통지원,title,0.970
2024-jbu-2-4,2024-jbu-2-1-2-2,2) 보직 배정,2) 보직 배정,title,1.000
2024-jbu-2-5,2024-jbu-2-2-1-2,(2) 수업 실행,2) 장애유형별 교수학습 지원 방안,subheading,0.897
2024-jbu-2-6,2024-jbu-2-2-3-2,2) 장애유형별 생활지도 및 학급운영 지원 방안,2) 장애유형별 생활지도 및 학급운영 지원 방안,title,0.951
2024-jbu-2-7,2024-jbu-2-2-3-2,(2) 시각장애인교원의 학급운영 지원 내용,2) 장애유형별 생활지도 및 학급운영 지원 방안,subheading,0.964
2024-jbu-2-8,2024-jbu-2-2-4-2,2) 청각장애,2) 청각장애,title,0.915
2024-jbu-2-9,2024-jbu-3-3-1-2,2) 근무 시간 조정,2) 근무 시간 조정,title,0.985
2024-jbu-2-98,,2. 장애인교원 인권침해 유형 및 사례 98,,unmatched,0.273
2024-jbu-3,2024-jbu-2-1-2-3,3) 업무 배정,3) 업무 배정,title,0.984
2024-jbu-3-112,,3. 인권침해 대응 절차 112,,unmatched,0.455
2024-jbu-3-2,2024-jbu-4-app-2-x1-x2,개인정보 제3자 제공 및 처리 동의,개인정보 수집·이용 및 제공 사전 동의서(서비스 이용자용),subheading+containment,0.883
2024-jbu-3-3,2024-jbu-4-app-2-x2-x4,3. 교원단체,개인정보 수집·이용 및 제공 사전 동의서,containment,0.934
2024-jbu-3-4,2024-jbu-4-app-2-x2-3,3) 편의시설 지원 관련 기관,3) 편의시설 지원 관련 기관,title,0.871
2024-jbu-4,2024-jbu-4-app-2-x2-4,4) 이동지원 관련 기관,4) 이동지원 관련 기관,title,0.862
2024-jbu-414,2024-jbu-4-2-1-1,라) 광고에 의한 차별(법 제4조제1항제4호),1) 장애인 차별 유형,subheading,0.968
2024-jbu-5,2024-jbu-4-app-2-x2-5,5) 웹접근성 지원 관련 기관,5) 웹접근성 지원 관련 기관,title,0.513
2024-jbu-p-006,2024-jbu-1-1-3-1,마) 언어장애,1) 외부 신체기능장애와 내부기관장애,subheading,1.000
2024-jbu-p-007,2024-jbu-1-1-3-1,바) 안면장애,1) 외부 신체기능장애와 내부기관장애,subheading,1.000
2024-jbu-p-009,2024-jbu-1-2-1-1,가. 정당한 편의제공의 개념과 지원 원칙,1) 정당한 편의제공의 개념 및 유형,containment,0.960
2024-jbu-p-011,2024-jbu-1-2-2-1,나. 정당한 편의제공 지원 절차,정당한 편의제공 지원 절차 1) 인적지원,containment,0.834
2024-jbu-p-012,2024-jbu-1-2-2-1,→ 지체장애,정당한 편의제공 지원 절차 1) 인적지원,containment,0.906
2024-jbu-p-013,,→ 청각ㆍ언어장애,,unmatched,0.327
2024-jbu-p-015,2024-jbu-1-2-2-3,가) 지원 근거,3) 보조기기지원,subheading+containment,1.000
2024-jbu-p-016,2024-jbu-1-2-2-3,나) 지원 내용,3) 보조기기지원,subheading+containment,0.748
2024-jbu-p-017,2024-jbu-1-2-2-4,가) 지원 근거,4) 편의시설 지원,subheading+containment,0.975
2024-jbu-p-018,2024-jbu-1-2-2-4,나) 지원 내용,4) 편의시설 지원,subheading+containment,0.955
2024-jbu-p-019,2024-jbu-1-2-2-2,가) 지원 근거,2) 의사소통지원,subheading+containment,0.438
2024-jbu-p-020,2024-jbu-1-2-2-5,나) 지원 내용,5) 정보접근 지원,subheading+containment,0.949
2024-jbu-p-022,2024-jbu-2-1-2-1,나. 주요 업무별 고려 사항,1) 수업 배정,containment,0.974
2024-jbu-p-025,2024-jbu-2-2-1-1,가. 교수학습,1) 교수학습의 하위 업무 유형,containment,0.992
2024-jbu-p-026,2024-jbu-2-2-4-1,가) 시각장애,1) 시각장애,title,0.065
2024-jbu-p-027,2024-jbu-2-2-4-2,나) 청각장애,2) 청각장애,title,0.137
2024-jbu-p-029,2024-jbu-2-2-1-2,□ 교구 제작 지원 절차,2) 장애유형별 교수학습 지원 방안,containment,0.661
2024-jbu-p-030,2024-jbu-2-2-2-2,① 과학교육 운영,2) 장애유형별 행정업무 지원 방안,containment,1.000
2024-jbu-p-031,2024-jbu-2-2-2-2,② 정보교육 운영,2) 장애유형별 행정업무 지원 방안,containment,0.869
2024-jbu-p-032,2024-jbu-2-2-4-2,나) 청각장애,2) 청각장애,title,0.030
2024-jbu-p-033,,② 학교 행사 운영,,unmatched,0.359
2024-jbu-p-034,,③ 평가 관리,,unmatched,0.490
2024-jbu-p-037,2024-jbu-2-2-3-2,② 학생 생활·안전 지도,2) 장애유형별 생활지도 및 학급운영 지원 방안,containment,0.945
2024-jbu-p-038,2024-jbu-2-2-3-2,③ 부적응학생 지도,2) 장애유형별 생활지도 및 학급운영 지원 방안,containment,0.919
2024-jbu-p-040,2024-jbu-2-2-4-2,나) 청각장애,2) 청각장애,title,0.055
2024-jbu-p-041,2024-jbu-2-2-3-2,① 지원 방향,2) 장애유형별 생활지도 및 학급운영 지원 방안,containment,0.964
2024-jbu-p-042,2024-jbu-1-2-2-1,② 지원 내용,정당한 편의제공 지원 절차 1) 인적지원,subheading+containment,0.154
2024-jbu-p-047,2024-jbu-3-2-1-2,가. 인사관리 원칙과 개인정보보호,2) 개인정보보호,containment,0.848
2024-jbu-p-048,2024-jbu-3-2-2,나. 주요 인사관리 지원 내용,나. 주요 인사관리 지원 내용,title,0.975
2024-jbu-p-049,2024-jbu-3-3-1-1,가. 근무 환경 지원,1) 근무 장소,containment,0.948
2024-jbu-p-051,2024-jbu-3-3-2-1,나. 휴게 환경 지원,1) 적절한 근무장소 및 휴게 공간 제공(「장애인 차별금지 및 권리구제 등에 관한 법률 시행령」 제5조),containment,0.947
2024-jbu-p-052,2024-jbu-3-3-3,다. 인식개선,다. 인식개선,title,0.943
2024-jbu-p-053,2024-jbu-3-3-4,라. 장애인지원관의 지정 등,라. 장애인지원관의 지정 등,title,0.975
2024-jbu-p-054,2024-jbu-4-1-1,가. 장애인으로서의 권리,가. 장애인으로서의 권리,title,0.975
2024-jbu-p-055,2024-jbu-4-1-2,나. 공무원으로서의 권리,나. 공무원으로서의 권리,title,1.000
2024-jbu-p-056,2024-jbu-4-1-3,다. 교원으로서의 권리,다. 교원으로서의 권리,title,0.945
2024-jbu-p-057,2024-jbu-4-1-4,라. 근로자로서의 권리,라. 근로자로서의 권리,title,0.986
2024-jbu-p-058,2024-jbu-4-2-1-1,가. 장애 관련 차별 유형 및 사례,1) 장애인 차별 유형,containment,0.959
2024-jbu-p-061,2024-jbu-4-2-2-1,나. 장애 관련 학대 유형 및 사례,1) 장애인 학대 유형,containment,0.852
2024-jbu-p-062,2024-jbu-4-2-2-1,나) 정서적 학대,1) 장애인 학대 유형,subheading,0.489
2024-jbu-p-063,2024-jbu-4-2-2-1,다) 성적 학대,1) 장애인 학대 유형,subheading,0.899
2024-jbu-p-067,2024-jbu-4-3-1-1,가. 장애 관련 차별 대응 절차,1) 국가인권위원회 진정,containment,0.848
2024-jbu-p-068,2024-jbu-4-3-2,나. 장애 관련 학대 대응 절차,나. 장애 관련 학대 대응 절차,title,0.614
2024-jbu-p-071,2024-jbu-4-3-3-3,◦학생에 의한 교육활동 침해 사건 처리 절차(예시),3) 교육활동 침해 사례별 처리 절차,containment,0.902
2024-jbu-p-072,2024-jbu-4-1-4,라. 근로자로서의 권리,라. 근로자로서의 권리,title,0.034
2024-jbu-p-074,2024-jbu-4-app-2-x1-x1,◦ 근로지원인 신청 서식,근로지원인 서비스 신청서,containment,0.862
2024-jbu-p-075,2024-jbu-4-app-2-x1-x2,개인정보처리 동의,개인정보 수집·이용 및 제공 사전 동의서(서비스 이용자용),subheading+containment,0.905
2024-jbu-p-076,2024-jbu-4-app-2-x1-x2,고유식별번호 및 민감정보 처리 동의,개인정보 수집·이용 및 제공 사전 동의서(서비스 이용자용),subheading+containment,0.926
2024-jbu-p-078,2024-jbu-4-app-2-x1-x2,고유식별번호 및 민감정보 제공 동의,개인정보 수집·이용 및 제공 사전 동의서(서비스 이용자용),subheading+containment,0.940
2024-jbu-p-081,2024-jbu-4-app-2-x2-x1,보조공학기기 지원 신청서,보조공학기기 지원 신청서,title,0.670
2024-jbu-p-082,2024-jbu-4-app-2-x2-x2,기기이용 장애인 및 신청기기 현황,기기이용 장애인 및 신청기기 현황,title,0.846
2024-jbu-p-083,2024-jbu-4-app-2-x2-x4,개인정보처리 동의,개인정보 수집·이용 및 제공 사전 동의서,subheading+containment,0.936
2024-jbu-p-084,2024-jbu-4-app-2-x2-x4,고유식별번호 및 민감정보 처리 동의,개인정보 수집·이용 및 제공 사전 동의서,subheading+containment,0.972
2024-staff-1,2024-staff-2-1,1 학교 현장 및 업무에 대한 이해,1. 학교 현장 및 업무에 대한 이해,containment,0.895
2024-staff-1-10,2024-staff-4-5-8,1) 교내 활동,아. 학급 활동,subheading,0.953
2024-staff-1-11,2024-staff-4-10-1,1) 이동 지원,가. 물리적 접근 지원,subheading,0.994
2024-staff-1-12,2024-staff-5-1-2,1 수업 준비,청각장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,containment,0.680
2024-staff-1-13,2024-staff-5-7-3,1) 행사 기획,다. 행사 기획 및 운영,subheading,0.965
2024-staff-1-2,2024-staff-3-2-3,1) 판서,다. 교수 활동 지원,subheading+containment,1.000
2024-staff-1-3,2024-staff-3-2-5,1) 교수학습 정보 전달,마. 학생 관찰 및 정보 전달,subheading+containment,0.949
2024-staff-1-4,2024-staff-3-4-3,1) 교내 활동 동아리,시각장애인교원 지원 방안 다. 동아리 활동,subheading+containment,1.000
2024-staff-1-5,2024-staff-3-4-4,1) 교내 진로 활동,시각장애인교원 지원 방안 라. 진로 활동,subheading+containment,1.000
2024-staff-1-6,2024-staff-3-5-9,1) 학생 상담,자. 상담,subheading,1.000
2024-staff-1-7,2024-staff-3-5-10,1) 교내 학급 활동,차. 학급 활동,subheading,0.958
2024-staff-1-8,2024-staff-3-6-3,1) 등·하교 지도,다. 생활 지도,subheading+containment,0.980
2024-staff-1-9,2024-staff-4-1-1,1 수업 준비,지체·뇌병변장애인교원 지원 방안 가. 교수학습 활동 계획 수립 지원,containment,0.879
2024-staff-112,2024-staff-app-1-x3,제11조의2(수어통역 지원),□ 의사소통 지원 관련 법적 근거,containment,0.971
2024-staff-19,,Ⅲ 시각장애인교원 지원 방안 19,,unmatched,0.301
2024-staff-2,2024-staff-3-2-3,2) 시청각 멀티미디어 자료 제시,다. 교수 활동 지원,subheading,0.978
2024-staff-2-10,2024-staff-3-5-10,2) 교외 학급 활동,차. 학급 활동,subheading,0.970
2024-staff-2-11,2024-staff-3-6-3,2) 쉬는 시간,다. 생활 지도,subheading+containment,1.000
2024-staff-2-12,2024-staff-4-1-2,2) 학습활동지 제작,지체·뇌병변장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,subheading+containment,0.878
2024-staff-2-13,2024-staff-4-2-3,2) 모둠 활동,지체·뇌병변장애인교원 지원 방안 다. 학습 활동 지원,subheading+containment,1.000
2024-staff-2-14,2024-staff-4-3-2,2) 서·논술 평가,지체·뇌병변장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading+containment,0.738
2024-staff-2-15,2024-staff-4-3-4,2) 서술형 평가 내용 입력,지체·뇌병변장애인교원 지원 방안 라. 평가 기록 입력 (학교생활기록부),subheading+containment,1.000
2024-staff-2-16,2024-staff-3-4-3,2) 동아리 활동,시각장애인교원 지원 방안 다. 동아리 활동,title+containment,0.525
2024-staff-2-17,2024-staff-4-5-8,2) 교외 활동,아. 학급 활동,subheading,0.987
2024-staff-2-18,2024-staff-4-10-1,2) 식사 및 휴식 지원,가. 물리적 접근 지원,subheading,1.000
2024-staff-2-19,2024-staff-5-2-3,2) 학생 발표 통역 지원,청각장애인교원 지원 방안 다. 학습 활동 지원,subheading,1.000
2024-staff-2-2,2024-staff-3-2-4,2) 모둠 활동,라. 학습 활동 지원,subheading+containment,1.000
2024-staff-2-20,2024-staff-5-4-2,2) 캠페인 활동,청각장애인교원 지원 방안 나. 봉사 활동,subheading+containment,0.967
2024-staff-2-21,2024-staff-5-7-3,2) 행사 운영,다. 행사 기획 및 운영,subheading,0.933
2024-staff-2-22,2024-staff-5-8-2,2) 활동형 원격 연수,나. 원격 연수,subheading,1.000
2024-staff-2-3,2024-staff-3-2-4,(2) 학습 과제 제시 및 학습 과제 수행 관찰,라. 학습 활동 지원,subheading,1.000
2024-staff-2-4,2024-staff-3-2-5,2) 도전적 행동 관찰 및 정보 전달,마. 학생 관찰 및 정보 전달,subheading+containment,0.958
2024-staff-2-5,2024-staff-3-3-2,2) 서·논술 평가,시각장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading+containment,0.931
2024-staff-2-6,2024-staff-3-4-2,2) 캠페인 활동,시각장애인교원 지원 방안 나. 봉사 활동,subheading+containment,0.948
2024-staff-2-7,2024-staff-3-4-3,2) 교외 활동 동아리,시각장애인교원 지원 방안 다. 동아리 활동,subheading+containment,1.000
2024-staff-2-8,2024-staff-3-4-4,2) 교외 진로 활동,시각장애인교원 지원 방안 라. 진로 활동,subheading+containment,1.000
2024-staff-2-9,2024-staff-3-5-9,2) 학부모 상담,자. 상담,subheading,1.000
2024-staff-3,2024-staff-3-2-3,3) 디지털 교육 소프트웨어 및 응용 프로그램 활용,다. 교수 활동 지원,subheading,0.978
2024-staff-3-2,2024-staff-3-3-2,3) 구술 평가,시각장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading+containment,1.000
2024-staff-3-3,2024-staff-3-4-2,3) 환경 보호 활동,시각장애인교원 지원 방안 나. 봉사 활동,subheading+containment,0.953
2024-staff-3-4,2024-staff-3-6-3,3) 급식 지도,다. 생활 지도,subheading+containment,1.000
2024-staff-3-5,2024-staff-4-1-2,3) 교구 개발 및 제작,지체·뇌병변장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,subheading+containment,1.000
2024-staff-3-6,2024-staff-4-10-1,3) 보조 기구 관리 및 유지,가. 물리적 접근 지원,subheading,0.993
2024-staff-3-7,2024-staff-5-4-2,3) 환경 보호 활동,청각장애인교원 지원 방안 나. 봉사 활동,subheading+containment,0.965
2024-staff-3-8,2024-staff-5-8-2,3) 쌍방향 원격 연수,나. 원격 연수,subheading,1.000
2024-staff-4,2024-staff-3-3-2,4) 토의·토론 평가,시각장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading+containment,1.000
2024-staff-4-2,2024-staff-4-4-1,4) 캠페인 활동,가. 창의적 체험활동 지원,subheading+containment,0.932
2024-staff-5,,Ⅰ 안내자료 개요 및 활용 방안 5,,unmatched,0.130
2024-staff-5-2,2024-staff-3-1-2,5) 디지털 및 소프트웨어 등 응용 프로그램,시각장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,subheading,0.973
2024-staff-5-3,2024-staff-3-3-2,5) 실험·실습 평가,시각장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading+containment,1.000
2024-staff-5-4,2024-staff-4-1-2,5) 음성 수업자료 제작,지체·뇌병변장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,subheading,1.000
2024-staff-6,2024-staff-3-3-2,6) 자기평가 및 동료평가,시각장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading+containment,1.000
2024-staff-6-2,2024-staff-5-4-4,6) 진로 활동,청각장애인교원 지원 방안 라. 진로 활동,title+containment,0.849
2024-staff-9,,Ⅱ 장애인교원 지원인력의 직무에 대한 이해 및 지원 원칙 9,,unmatched,0.412
2024-staff-k,2024-staff-3-7-3,다. 교육행정정보시스템(나이스) 및 행·재정통합시스템(K-에듀파인) 활용,다. 교육행정정보시스템(나이스) 및 행·재정통합시스템(K-에듀파인) 활용,title,0.953
2024-staff-p-004,2024-staff-1-1-1,가. 개요,가. 개요,title,1.000
2024-staff-p-005,2024-staff-1-1-2,나. 목적,나. 목적,title,1.000
2024-staff-p-006,2024-staff-1-1-3,다. 장애인교원의 지원인력 제공을 위한 근거,다. 장애인교원의 지원인력 제공을 위한 근거,title,1.000
2024-staff-p-007,2024-staff-1-2-1,가. 장애인교원,가. 장애인교원,title,1.000
2024-staff-p-008,2024-staff-1-2-2,나. 지원인력,나. 지원인력,title,1.000
2024-staff-p-009,2024-staff-1-2-3,다. 학교 관리자,다. 학교 관리자,title,1.000
2024-staff-p-011,2024-staff-2-2-1,가. 지원인력은 장애인교원의 의사 및 자기결정권을 존중한다.,가. 지원인력은 장애인교원의 의사 및 자기결정권을 존중한다.,title,1.000
2024-staff-p-012,2024-staff-2-2-2,나. 지원인력은 장애인교원 지원 업무를 최우선 업무로 수행한다.,나. 지원인력은 장애인교원 지원 업무를 최우선 업무로 수행한다.,title,1.000
2024-staff-p-013,2024-staff-2-2-3,다. 지원인력은 장애인교원이 교육활동의 핵심 주체가 되도록 지원한다.,다. 지원인력은 장애인교원이 교육활동의 핵심 주체가 되도록 지원한다.,title,0.977
2024-staff-p-014,2024-staff-2-2-4,라. 지원인력은 동료 교직원 등과의 업무 영역의 직접적인 의사소통은 지양한다.,라. 지원인력은 동료 교직원 등과의 업무 영역의 직접적인 의사소통은 지양한다.,title,0.646
2024-staff-p-015,2024-staff-2-3-1,가. 지원인력의 지원 역할의 범위와 그 내용은 장애인교원의 개별적 요구에 따라 상이하다.,가. 지원인력의 지원 역할의 범위와 그 내용은 장애인교원의 개별적 요구에 따라 상이하다.,title,1.000
2024-staff-p-016,2024-staff-2-3-2,나. 장애인교원의 업무는 지원인력을 통해서 수행해야 하는 업무가 존재한다.,나. 장애인교원의 업무는 지원인력을 통해서 수행해야 하는 업무가 존재한다.,title,1.000
2024-staff-p-017,2024-staff-2-3-3,다. 지원인력의 지원 업무는 교육활동과 지원인력의 지원활동으로 명확히 구분하기 어려운 업무가 존재한다.,다. 지원인력의 지원 업무는 교육활동과 지원인력의 지원활동으로 명확히 구분하기 어려운 업무가 존재한다.,title,0.989
2024-staff-p-018,2024-staff-3-1-1,가. 교수학습 활동 계획 수립 지원,시각장애인교원 지원 방안 가. 교수학습 활동 계획 수립 지원,title+containment,1.000
2024-staff-p-019,2024-staff-3-1-2,나. 교수학습자료 개발 및 준비,시각장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,title+containment,0.854
2024-staff-p-020,2024-staff-3-1-2,유의사항,시각장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,containment,0.972
2024-staff-p-022,2024-staff-3-1-3,다. 학생 좌석 배치 및 모둠 구성,다. 학생 좌석 배치 및 모둠 구성,title,1.000
2024-staff-p-023,2024-staff-3-1-3,□ 학생 좌석 배치 지원 절차,다. 학생 좌석 배치 및 모둠 구성,subheading,0.666
2024-staff-p-024,2024-staff-3-2-1,가. 출석 및 교실 환경 확인,가. 출석 및 교실 환경 확인,title,0.970
2024-staff-p-025,2024-staff-3-2-2,나. 교수학습 기자재 준비,나. 교수학습 기자재 준비,title+containment,0.883
2024-staff-p-026,2024-staff-3-2-2,□ 기자재별 준비 시기 및 예시,나. 교수학습 기자재 준비,subheading,0.872
2024-staff-p-030,2024-staff-3-2-4,라. 학습 활동 지원,라. 학습 활동 지원,title+containment,0.994
2024-staff-p-035,2024-staff-3-3-1,가. 평가 활동 계획,시각장애인교원 지원 방안 가. 평가 활동 계획,title+containment,1.000
2024-staff-p-036,2024-staff-3-3-2,나. 평가 유형별 지원 내용,시각장애인교원 지원 방안 나. 평가 유형별 지원 내용,title+containment,1.000
2024-staff-p-042,2024-staff-3-3-3,다. 평가 관리,시각장애인교원 지원 방안 다. 평가 관리,title+containment,1.000
2024-staff-p-043,2024-staff-3-3-4,라. 평가 기록 입력 (학교생활기록부),시각장애인교원 지원 방안 라. 평가 기록 입력 (학교생활기록부),title+containment,1.000
2024-staff-p-044,2024-staff-3-4-1,가. 자율 활동,시각장애인교원 지원 방안 가. 자율 활동,title+containment,1.000
2024-staff-p-045,2024-staff-3-4-2,나. 봉사 활동,시각장애인교원 지원 방안 나. 봉사 활동,title+containment,0.983
2024-staff-p-052,2024-staff-3-5-1,가. 학급 미화,시각장애인교원 지원 방안 가. 학급 미화,title+containment,1.000
2024-staff-p-053,2024-staff-3-5-2,나. 교육 기자재 및 비품의 배치 및 관리,나. 교육 기자재 및 비품의 배치 및 관리,title,1.000
2024-staff-p-054,2024-staff-3-5-3,다. 좌석 배치,시각장애인교원 지원 방안 다. 좌석 배치,title+containment,0.989
2024-staff-p-055,2024-staff-3-5-4,라. 조례 및 종례,라. 조례 및 종례,title,1.000
2024-staff-p-056,2024-staff-3-5-5,마. 가정통신문 관리,마. 가정통신문 관리,title,1.000
2024-staff-p-057,2024-staff-3-5-6,바. 출석부 관리,바. 출석부 관리,title,1.000
2024-staff-p-058,2024-staff-3-5-7,사. 학생 관찰,사. 학생 관찰,title,1.000
2024-staff-p-059,2024-staff-3-5-8,아. 학생 안전,아. 학생 안전,title+containment,0.984
2024-staff-p-064,2024-staff-3-6-1,가. 학생 관찰 및 정보 전달,생활 지도 가. 학생 관찰 및 정보 전달,title+containment,0.970
2024-staff-p-065,2024-staff-3-6-2,나. 상담,생활 지도 나. 상담,title+containment,0.993
2024-staff-p-069,2024-staff-3-7-1,가. 정보 검색 및 수집,가. 정보 검색 및 수집,title,0.943
2024-staff-p-070,2024-staff-3-7-2,나. 전자문서 작성 및 편집,나. 전자문서 작성 및 편집,title,0.948
2024-staff-p-072,2024-staff-3-7-4,라. 비전자문서 작성 및 관리,라. 비전자문서 작성 및 관리,title,1.000
2024-staff-p-073,2024-staff-3-7-5,마. 위원회 및 협의회 운영,마. 위원회 및 협의회 운영,title,0.965
2024-staff-p-074,2024-staff-3-7-6,바. 교육 기자재 및 물품 관리,바. 교육 기자재 및 물품 관리,title,1.000
2024-staff-p-075,2024-staff-3-7-7,사. 행사 기획 및 운영,사. 행사 기획 및 운영,title+containment,0.956
2024-staff-p-076,2024-staff-3-7-9,아. 물품 및 간식 등 구입,자. 출장 업무 지원,subheading,1.000
2024-staff-p-077,2024-staff-3-7-9,자. 출장 업무 지원,자. 출장 업무 지원,title,0.970
2024-staff-p-078,2024-staff-3-8-1,가. 전화 업무,가. 전화 업무,title,0.944
2024-staff-p-079,2024-staff-3-8-2,나. 업무용 메신저 등 활용,나. 업무용 메신저 등 활용,title,0.944
2024-staff-p-080,2024-staff-3-9-1,가. 집합연수,시각장애인교원 지원 방안 가. 집합연수,title+containment,1.000
2024-staff-p-081,2024-staff-3-9-2,나. 원격연수,나. 원격연수,title+containment,1.000
2024-staff-p-082,2024-staff-3-10-1,가. 안내 보행 및 오리엔테이션,가. 안내 보행 및 오리엔테이션,title,1.000
2024-staff-p-083,2024-staff-3-10-2,나. 식사 지원,나. 식사 지원,title,0.988
2024-staff-p-085,2024-staff-4-1-2,나. 교수학습자료 개발 및 준비,지체·뇌병변장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,title+containment,0.861
2024-staff-p-088,2024-staff-4-1-2,□ 교구 제작 지원 절차 흐름도,지체·뇌병변장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,subheading,0.888
2024-staff-p-089,2024-staff-3-1-2,□ 시청각 멀티미디어 자료의 유형,시각장애인교원 지원 방안 나. 교수학습자료 개발 및 준비,subheading+containment,0.818
2024-staff-p-091,2024-staff-4-1-3,다. 교실 환경 조성,다. 교실 환경 조성,title,1.000
2024-staff-p-092,2024-staff-4-1-3,유의사항,다. 교실 환경 조성,containment,0.907
2024-staff-p-094,2024-staff-4-2-1,가. 교수학습 기자재 준비,가. 교수학습 기자재 준비,title+containment,0.840
2024-staff-p-095,2024-staff-4-2-2,나. 교수 활동 지원,나. 교수 활동 지원,title+containment,0.927
2024-staff-p-096,2024-staff-4-2-3,다. 학습 활동 지원,지체·뇌병변장애인교원 지원 방안 다. 학습 활동 지원,title+containment,0.871
2024-staff-p-098,2024-staff-4-2-3,□ 모둠 구성 및 역할 부여 지원 절차 흐름도,지체·뇌병변장애인교원 지원 방안 다. 학습 활동 지원,subheading,0.870
2024-staff-p-099,2024-staff-4-2-3,□ 학습 과제 제시 및 수행 지원 절차 흐름도,지체·뇌병변장애인교원 지원 방안 다. 학습 활동 지원,subheading,0.667
2024-staff-p-100,2024-staff-4-2-4,① 교수학습 상황 정보 전달,라. 접근이 어렵거나 시각적으로 사각지대에 있는 학생 관찰 및 정보 전달,containment,1.000
2024-staff-p-101,2024-staff-3-2-5,② 도전적 행동 관찰 및 정보 전달,마. 학생 관찰 및 정보 전달,subheading+containment,0.544
2024-staff-p-102,2024-staff-4-2-5,□ 수업 종료 후 지원 예시,마. 수업 종료 후 지원,subheading,0.968
2024-staff-p-103,2024-staff-4-2-5,□ 수업 종료 후 지원 절차 흐름도,마. 수업 종료 후 지원,subheading,0.717
2024-staff-p-104,2024-staff-4-3-1,가. 평가 활동 계획,지체·뇌병변장애인교원 지원 방안 가. 평가 활동 계획,title+containment,1.000
2024-staff-p-105,2024-staff-4-3-2,나. 평가 유형별 지원 내용,지체·뇌병변장애인교원 지원 방안 나. 평가 유형별 지원 내용,title+containment,0.962
2024-staff-p-108,2024-staff-4-3-4,□ 평가 입력 지원 절차 흐름도,지체·뇌병변장애인교원 지원 방안 라. 평가 기록 입력 (학교생활기록부),subheading,0.500
2024-staff-p-109,2024-staff-4-4-1,가. 창의적 체험활동 지원,가. 창의적 체험활동 지원,title,1.000
2024-staff-p-112,2024-staff-4-4-1,□ 캠페인활동 지원 절차 흐름도,가. 창의적 체험활동 지원,subheading,0.934
2024-staff-p-113,2024-staff-4-3-2,□ 실험·실습 평가 지원 방식,지체·뇌병변장애인교원 지원 방안 나. 평가 유형별 지원 내용,subheading,0.240
2024-staff-p-114,2024-staff-4-4-1,□ 지역사회봉사활동 및 자연환경보호활동 지원 절차,가. 창의적 체험활동 지원,subheading,0.950
2024-staff-p-116,2024-staff-4-4-2,나. 비교과 활동 내용 입력 (학교생활기록부),나. 비교과 활동 내용 입력 (학교생활기록부),title+containment,0.994
2024-staff-p-117,2024-staff-4-5-1,가. 학급 미화,지체·뇌병변장애인교원 지원 방안 가. 학급 미화,title+containment,0.996
2024-staff-p-118,2024-staff-4-5-2,나. 교육 기자재 관리,나. 교육 기자재 관리,title,1.000
2024-staff-p-119,2024-staff-4-5-3,다. 좌석 배치,지체·뇌병변장애인교원 지원 방안 다. 좌석 배치,title+containment,1.000
2024-staff-p-120,2024-staff-3-5-4,라. 조례 및 종례,라. 조례 및 종례,title,0.741
2024-staff-p-121,2024-staff-4-5-5,마. 가정통신문 배부 및 수합,마. 가정통신문 배부 및 수합,title,0.988
2024-staff-p-122,2024-staff-4-5-6,바. 학생 안전,바. 학생 안전,title+containment,1.000
2024-staff-p-123,2024-staff-4-5-7,사. 상담,사. 상담,title+containment,1.000
2024-staff-p-126,2024-staff-4-5-8,② 교외 학급 활동 사전 준비,아. 학급 활동,containment,0.980
2024-staff-p-127,2024-staff-4-5-8,③ 교외 학급 활동 실행,아. 학급 활동,containment,0.982
2024-staff-p-128,2024-staff-4-6-1,가. 학생 관찰 및 정보 전달,생활지도 가. 학생 관찰 및 정보 전달,title+containment,0.982
